MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
75,174,25419,8,4,1918,1990,1036,184,140,1360,1360,1360,3112,1,1,2,0,4,1,8,1918,2,795,0,0,512,3,2006,235000
75,92,5520,6,6,1912,1950,0,0,755,755,929,929,2229,0,0,1,0,5,1,8,NA,0,0,0,0,0,7,2009,104000
20,76,9591,8,5,2004,2005,1088,0,625,1713,1713,0,1713,1,0,2,0,3,1,7,2004,3,856,0,170,0,1,2009,274900
20,80,8546,4,5,2003,2004,0,0,1121,1121,1121,0,1121,0,0,2,0,2,1,5,2003,2,440,132,0,0,3,2010,140000
20,75,10125,6,6,1977,1977,641,279,276,1196,1279,0,1279,0,1,2,0,3,1,6,1980,2,473,238,0,0,2,2008,171500
50,50,7000,6,6,1924,1950,617,0,0,617,865,445,1310,0,0,2,0,2,1,6,1924,1,398,0,0,0,5,2006,112000
120,NA,4438,6,5,2004,2004,662,0,186,848,848,0,848,1,0,1,0,1,1,3,2004,2,420,149,0,0,1,2008,149000
50,50,3500,5,7,1947,1950,312,0,408,720,720,564,1284,0,0,1,1,2,1,5,1948,1,240,0,0,0,4,2009,110000
20,99,11851,7,5,1990,1990,0,0,1424,1424,1442,0,1442,0,0,2,0,3,1,5,1990,2,500,0,0,0,5,2009,180500
20,40,13673,5,5,1962,1962,0,0,1140,1140,1696,0,1696,0,0,1,1,3,1,8,1962,1,349,0,0,0,3,2007,143900
20,NA,12493,4,5,1960,1960,419,306,375,1100,1100,0,1100,1,0,1,0,3,1,6,1960,1,312,355,0,0,4,2008,141000
60,NA,14364,7,5,1988,1989,1065,0,92,1157,1180,882,2062,1,0,2,1,3,1,7,1988,2,454,60,154,0,4,2007,277000
20,75,8250,6,7,1964,1964,787,0,305,1092,1092,0,1092,1,0,1,0,3,1,6,1964,2,504,0,0,0,7,2008,145000
30,67,5604,5,6,1925,1950,468,0,396,864,864,0,864,1,0,1,0,2,1,5,NA,0,0,0,0,0,4,2008,98000
20,83,10420,6,5,2009,2009,36,0,1176,1212,1212,0,1212,0,0,2,0,3,1,6,2009,2,460,100,0,0,3,2010,186000
60,72,8640,7,5,2009,2009,822,0,78,900,932,920,1852,1,0,2,1,3,1,7,2009,2,644,168,0,0,7,2009,252678
20,43,13568,5,5,1995,1995,716,0,274,990,990,0,990,0,1,1,0,3,1,5,1996,2,576,224,0,0,7,2006,156000
60,NA,10900,6,7,1977,1977,378,0,311,689,689,703,1392,0,0,1,1,3,1,6,1977,1,299,0,0,0,3,2010,161750
20,72,10011,5,6,1957,1996,360,0,710,1070,1236,0,1236,0,1,1,0,2,1,6,1957,1,447,0,0,0,5,2006,134450
20,65,8450,7,5,2004,2004,946,0,490,1436,1436,0,1436,1,0,2,0,3,1,8,2004,2,484,139,0,0,4,2008,210000
70,57,9906,4,4,1925,1950,0,0,686,686,810,518,1328,0,0,1,0,3,1,8,1940,1,210,0,0,0,9,2006,107000
50,NA,15660,7,9,1939,2006,341,0,457,798,1137,817,1954,0,1,1,1,3,1,8,1939,2,431,0,0,0,5,2008,311500
120,43,3010,7,5,2005,2006,16,0,1232,1248,1248,0,1248,0,0,2,0,2,1,5,2005,2,438,108,0,0,3,2006,167240
20,73,8990,7,5,2006,2006,0,0,1498,1498,1498,0,1498,0,0,2,0,2,1,5,2006,2,675,351,0,0,4,2006,204900
60,NA,8068,6,5,2002,2002,0,0,1010,1010,1010,1257,2267,0,0,2,1,4,1,8,2002,2,390,120,0,0,12,2009,200000
60,85,11475,6,6,1975,1975,550,0,163,713,811,741,1552,1,0,2,1,3,1,6,1975,2,434,209,0,0,2,2006,179900
20,70,10500,4,6,1971,1971,524,180,160,864,864,0,864,0,0,1,0,2,1,4,1989,2,576,216,0,0,3,2009,97000
20,103,13472,10,5,2003,2003,56,0,2336,2392,2392,0,2392,0,0,2,0,3,1,8,2003,3,968,248,0,0,6,2009,386250
160,21,1680,5,5,1971,1971,0,0,630,630,630,672,1302,0,0,2,1,3,1,6,1991,1,280,0,0,0,5,2009,112000
60,82,9950,7,5,1995,1995,565,0,638,1203,1214,1306,2520,0,0,2,1,4,1,9,1995,3,721,224,0,0,6,2007,290000
160,21,1869,6,6,1970,1970,321,0,162,483,483,504,987,0,0,1,1,2,1,5,1987,1,280,0,0,0,9,2008,106000
20,70,8521,5,5,1967,1967,842,0,70,912,912,0,912,0,0,1,0,3,1,5,1974,1,336,0,0,0,5,2010,125000
120,43,3182,7,5,2005,2006,16,0,1357,1373,1555,0,1555,0,0,2,0,2,1,7,2005,2,430,143,0,0,5,2009,192500
20,73,8760,6,6,1959,1959,0,0,1194,1194,1194,0,1194,1,0,1,0,3,1,6,1959,1,312,0,0,0,4,2010,148000
60,174,15138,8,5,1995,1996,689,0,773,1462,1490,1304,2794,1,0,2,1,4,1,9,1995,3,810,0,0,0,7,2009,403000
160,21,1680,6,5,1972,1972,0,0,483,483,483,504,987,0,0,1,1,2,1,5,1972,1,288,0,0,0,6,2006,94500
20,75,10650,5,6,1976,1976,182,712,0,894,894,0,894,1,0,1,0,3,1,5,1976,1,308,365,0,0,2,2010,128200
60,NA,7851,6,5,2002,2002,625,0,235,860,860,1100,1960,1,0,2,1,4,1,8,2002,2,440,288,0,0,5,2010,216500
160,21,1680,6,3,1971,1971,358,0,125,483,483,504,987,0,0,1,1,2,1,5,1971,1,264,0,0,0,8,2008,89500
20,65,8773,7,5,2004,2004,24,0,1390,1414,1414,0,1414,0,0,2,0,3,1,6,2004,2,494,132,0,0,5,2010,185500
60,NA,9453,7,7,1993,2003,402,0,594,996,1014,730,1744,0,0,2,1,3,1,7,1993,2,457,370,0,0,2,2010,194500
20,93,12030,8,5,2007,2007,0,0,1694,1694,1694,0,1694,0,0,2,0,3,1,7,2007,3,818,168,0,0,12,2007,318000
50,52,8741,6,4,1945,1950,94,0,641,735,798,689,1487,0,0,1,1,3,1,7,1949,1,220,0,0,0,4,2010,113000
20,75,9000,8,5,2008,2008,1078,0,488,1566,1566,0,1566,1,0,2,0,3,1,7,2008,2,750,144,0,0,4,2010,262500
30,40,3880,5,9,1945,1997,329,0,357,686,866,0,866,0,0,1,0,2,1,4,NA,0,0,58,0,0,8,2007,110500
50,63,5000,5,4,1900,1950,0,0,540,540,889,551,1440,0,0,1,0,3,1,6,1940,1,352,0,0,0,4,2006,79000
160,75,10762,6,6,1980,1980,0,0,626,626,626,591,1217,0,0,1,1,3,1,6,1980,1,288,0,0,0,4,2009,120000
60,NA,8880,7,5,1994,2002,695,0,253,948,1222,888,2110,1,0,2,1,3,1,8,1994,2,463,0,0,0,5,2010,205000
20,80,10400,7,5,1988,1988,929,0,916,1845,1872,0,1872,0,1,2,0,3,1,6,1988,2,604,197,0,0,6,2006,241500
190,69,9142,6,8,1910,1950,0,0,1020,1020,908,1020,1928,0,0,2,0,4,2,9,1910,1,440,0,0,0,4,2006,137000
20,75,11310,6,5,1954,1954,0,0,1367,1367,1375,0,1375,0,0,1,0,2,1,5,1954,2,451,0,0,0,6,2006,140000
60,72,11317,7,5,2003,2003,0,0,840,840,840,828,1668,0,0,2,1,3,1,8,2003,2,500,144,0,0,9,2007,180000
50,NA,159000,6,7,1958,2006,697,0,747,1444,1444,700,2144,0,1,2,0,4,1,7,1958,2,389,0,0,0,6,2007,277000
30,55,5350,3,2,1940,1966,0,0,728,728,1306,0,1306,0,0,1,0,3,1,6,NA,0,0,263,0,0,5,2010,76500
120,44,4750,8,5,2006,2007,1573,0,0,1573,1625,0,1625,1,1,2,0,2,1,5,2006,2,538,123,153,0,12,2007,235000
60,65,8366,6,5,2004,2004,0,0,798,798,798,842,1640,0,0,2,1,3,1,6,2004,2,520,138,0,0,12,2008,173000
80,85,9350,6,7,1964,1991,270,580,452,1302,1302,0,1302,0,1,2,0,3,1,7,1964,1,309,333,0,0,10,2007,158000
20,70,8400,5,6,1957,1957,922,0,392,1314,1314,0,1314,1,0,1,0,3,1,5,1957,1,294,250,0,0,6,2010,145000
60,66,8738,7,5,1999,1999,0,0,975,975,1005,1286,2291,0,0,2,1,4,1,8,1999,2,429,192,0,0,2,2006,230000
60,64,8791,6,5,2003,2003,503,0,361,864,864,864,1728,0,0,2,1,3,1,7,2003,2,673,216,0,0,5,2008,207500
20,68,8814,7,5,2006,2006,1334,0,270,1604,1604,0,1604,1,0,2,1,3,1,8,2006,2,660,123,0,0,3,2009,220000
60,80,12435,7,5,2001,2001,361,0,602,963,963,829,1792,0,0,2,1,3,1,7,2001,2,564,0,0,0,5,2008,231500
20,70,12702,5,5,1956,1956,0,0,0,0,882,0,882,0,0,1,0,2,1,4,1956,1,308,0,0,0,12,2008,97000
80,120,19296,6,5,1962,1962,672,690,0,1362,1382,0,1382,1,0,1,0,3,1,6,1991,2,884,0,0,0,5,2009,176000
60,69,9588,8,5,2007,2007,0,0,1482,1482,1482,1092,2574,0,0,2,1,3,1,10,2007,3,868,0,0,0,11,2007,276000
80,88,8471,6,7,1977,1995,506,0,0,506,1212,0,1212,1,0,1,0,3,1,6,1978,2,492,292,0,0,7,2006,151000
50,50,5500,5,7,1929,2001,234,692,0,926,926,0,1316,1,0,1,0,3,1,6,1974,2,484,0,0,0,4,2010,130000
30,30,5232,5,5,1925,2004,0,0,680,680,764,0,764,0,0,1,0,2,1,4,1965,2,504,0,0,0,6,2008,73000
20,78,12090,6,6,1981,1981,588,228,606,1422,1422,0,1422,0,0,2,0,3,1,7,1981,2,576,276,0,0,6,2008,175500
60,70,11207,6,5,1997,1997,714,0,88,802,802,709,1511,1,0,2,1,3,1,8,1997,2,413,95,0,0,6,2006,185000
75,60,8400,5,8,1939,1997,378,0,342,720,1052,720,2192,0,0,2,1,4,1,8,1939,1,240,262,0,0,7,2008,179500
30,71,6900,5,6,1940,1955,403,125,212,740,778,0,778,0,0,1,0,2,1,4,1966,1,924,0,0,0,2,2008,120500
20,NA,7917,6,7,1976,1976,751,0,392,1143,1113,0,1113,1,0,1,1,3,1,6,1987,1,504,370,0,0,5,2007,148000
60,84,10728,8,5,2006,2006,0,0,1095,1095,1095,844,1939,0,0,2,1,3,1,8,2006,3,1053,192,0,0,8,2006,266000
20,73,39104,7,7,1954,2005,226,1063,96,1385,1363,0,1363,1,0,1,0,2,1,5,1954,2,439,81,0,0,4,2008,241500
60,92,11764,8,7,1999,2007,524,0,628,1152,1164,1106,2270,0,0,2,1,4,1,9,1999,3,671,132,0,0,4,2010,290000
20,80,9600,6,6,1958,1988,620,620,0,1240,1632,0,1632,1,0,2,0,3,1,6,1958,1,338,289,0,0,4,2009,139000
20,76,8314,5,7,1982,1982,546,0,270,816,816,0,816,0,0,1,0,2,1,5,1982,1,264,168,0,0,6,2007,124500
50,55,7264,7,7,1925,2007,0,0,952,952,952,596,1548,0,0,2,1,3,1,5,1978,2,672,74,144,0,10,2009,205000
20,129,9196,7,5,2003,2003,0,0,1560,1560,1560,0,1560,0,0,2,0,3,1,7,2003,2,573,100,0,0,4,2010,201000
20,140,19138,4,5,1951,1951,120,0,744,864,864,0,864,0,0,1,0,2,1,4,1951,2,400,0,0,0,6,2010,141000
20,107,14450,9,5,2006,2007,0,0,2121,2121,2121,0,2121,0,0,2,1,3,1,8,2007,3,732,124,142,0,5,2007,415298
60,83,10005,7,5,1977,1977,392,0,768,1160,1156,866,2022,0,0,2,1,4,1,8,1977,2,505,288,0,0,3,2008,192000
60,82,11287,7,6,1989,1989,421,0,386,807,1175,807,1982,0,0,2,1,3,1,7,1989,2,575,0,0,0,1,2007,228500
20,60,7200,6,5,2006,2006,905,0,357,1262,1262,0,1262,0,0,2,0,2,1,5,2006,2,572,0,0,0,5,2006,185000
120,34,5063,7,5,2007,2008,904,0,410,1314,1314,0,1314,1,0,2,0,2,1,6,2008,2,626,172,0,0,4,2009,207500
20,74,9612,8,5,2008,2009,0,0,1468,1468,1468,0,1468,0,0,2,0,3,1,6,2008,3,898,210,0,0,12,2009,244600
120,50,8012,6,5,1992,1992,430,0,1145,1575,1575,0,1575,1,0,2,0,2,1,5,1992,2,529,0,0,0,7,2007,179200
160,35,4251,7,5,2006,2007,0,0,625,625,625,625,1250,0,0,2,1,2,1,5,2006,2,528,0,0,0,6,2007,164700
50,77,9786,6,7,1962,1981,600,0,312,912,1085,649,1734,0,0,1,1,3,1,7,1962,2,440,0,128,0,6,2006,159000
20,NA,8125,4,4,1971,1971,614,0,244,858,858,0,858,0,0,1,0,3,1,5,NA,0,0,0,0,0,6,2006,88000
20,NA,9819,5,5,1967,1967,450,0,432,882,900,0,900,0,0,1,0,3,1,5,1970,1,280,0,0,0,2,2010,122000
70,60,8730,6,7,1915,2003,0,0,698,698,698,698,1396,0,0,1,0,3,1,7,2003,1,384,0,259,0,7,2007,153575
60,120,15611,8,5,2006,2006,0,0,1079,1079,1079,840,1919,0,0,2,1,3,1,8,2006,2,685,0,0,0,7,2006,233230
190,55,5687,5,6,1912,2000,210,0,570,780,936,780,1716,1,0,2,0,6,1,9,NA,0,0,0,0,0,3,2008,135900
50,60,11409,5,4,1949,2008,292,0,476,768,1148,568,1716,0,0,1,1,3,1,8,1949,1,281,0,160,0,1,2009,131000
60,NA,16659,7,7,1977,1994,795,0,0,795,1468,795,2263,1,0,2,1,3,1,9,1977,2,539,0,0,0,3,2006,235000
20,80,9600,6,5,1953,1953,1285,0,131,1416,1644,0,1644,1,0,1,0,3,1,7,1953,2,418,110,0,0,10,2009,167000
80,37,7937,6,6,1984,1984,819,0,184,1003,1003,0,1003,1,0,1,0,3,1,6,1984,2,588,120,0,0,3,2006,142500
50,75,13710,5,5,1950,1950,420,0,490,910,910,648,1558,0,0,1,1,4,1,6,1950,1,282,289,0,0,6,2007,152000
60,66,7399,7,5,1997,1998,649,0,326,975,975,975,1950,0,0,2,1,3,1,7,1997,2,576,0,198,0,6,2007,239000
60,90,11700,6,6,1968,1968,384,175,143,702,1041,702,1743,0,1,1,2,3,1,7,1968,2,539,224,0,0,6,2007,175000
20,80,14000,6,8,1950,2004,0,0,1092,1092,1152,0,1152,0,1,1,0,3,1,6,1950,1,300,0,0,0,8,2009,158500
190,90,15750,5,5,1953,1953,841,0,324,1165,1336,0,1336,1,0,1,0,2,1,5,1953,1,375,0,0,0,6,2006,157000
60,66,16226,8,5,1998,1999,281,0,747,1028,1210,1242,2452,0,0,2,1,4,1,9,1998,2,683,208,0,0,5,2007,267000
20,118,13704,7,5,2001,2002,0,0,1541,1541,1541,0,1541,0,0,2,0,3,1,6,2001,3,843,468,0,0,1,2006,205000
20,70,9800,5,7,1972,1972,894,0,0,894,894,0,894,1,0,1,0,3,1,5,1975,2,552,256,0,0,7,2006,149900
75,87,18386,7,9,1880,2002,0,0,1470,1470,1675,1818,3493,0,0,3,0,3,1,10,2003,3,870,302,0,0,5,2008,295000
20,80,10386,8,5,2004,2005,1464,0,536,2000,2000,0,2000,1,0,2,0,3,1,8,2004,3,888,168,0,0,7,2007,305900
60,116,13474,7,5,1990,1991,700,0,0,700,1122,1121,2243,1,0,2,1,4,1,8,1990,3,746,127,0,0,6,2007,225000
50,NA,7920,6,7,1920,1950,0,0,319,319,1035,371,1406,0,0,1,0,3,1,6,NA,0,0,0,0,0,3,2008,89500
30,NA,12342,4,5,1940,1950,262,0,599,861,861,0,861,0,0,1,0,1,1,4,1961,2,539,158,0,0,3,2009,82500
20,90,12378,9,5,2003,2004,1274,0,622,1896,1944,0,1944,1,0,2,0,3,1,8,2003,3,708,208,0,0,11,2006,360000
60,NA,7685,6,5,1993,1994,518,0,179,697,697,804,1501,0,0,2,1,3,1,6,1993,2,420,190,0,0,5,2006,165600
20,50,8000,6,6,1948,2002,680,0,292,972,972,0,972,1,0,1,0,2,1,5,1948,1,240,0,0,0,5,2009,132000
190,65,7800,5,7,1939,1950,507,0,286,793,793,325,1118,1,0,1,0,3,1,5,1939,2,410,0,271,0,5,2006,119900
20,150,215245,7,5,1965,1965,1236,820,80,2136,2036,0,2036,2,0,2,0,3,1,8,1965,2,513,0,0,0,6,2009,375000
70,60,9600,7,7,1925,1990,16,0,712,728,832,809,1641,0,1,1,1,3,1,6,1925,2,546,0,0,0,8,2006,178000
60,71,7795,7,5,2004,2005,425,0,291,716,716,716,1432,1,0,2,1,3,1,6,2004,2,432,100,0,0,7,2009,188500
60,94,13005,7,7,1980,1980,692,0,153,845,1153,1200,2353,1,0,2,1,4,1,10,1983,2,484,288,0,0,8,2009,260000
60,75,9000,8,5,2006,2006,0,0,1088,1088,1088,871,1959,0,0,2,1,3,1,8,2006,3,1025,208,0,0,12,2007,270000
60,90,9900,7,5,1993,1993,987,0,360,1347,1372,1274,2646,1,0,2,1,4,1,9,1993,3,656,340,0,0,4,2009,260000
80,NA,14115,7,5,1980,1980,1036,0,336,1372,1472,0,1472,1,0,2,0,3,1,6,1980,2,588,233,0,0,6,2009,187500
60,111,16259,9,5,2006,2006,0,0,1249,1249,1249,1347,2596,0,0,3,1,4,1,9,2006,3,840,240,0,0,9,2006,342643
60,99,12099,8,5,2004,2004,970,0,166,1136,1136,1332,2468,1,0,2,1,4,1,10,2004,3,872,184,0,0,6,2007,354000
60,86,10380,7,5,1986,1987,28,1474,0,1502,1553,1177,2730,1,0,2,1,4,1,8,1987,2,576,201,0,0,8,2007,301000
20,49,5820,3,8,1955,2005,256,0,906,1162,1163,0,1163,1,0,1,0,3,1,6,1955,1,220,142,0,0,7,2006,126175
80,96,11275,7,7,1967,2007,0,0,710,710,1898,1080,2978,0,0,2,1,5,1,11,1961,2,564,240,0,0,6,2010,242000
45,50,5000,5,6,1941,1950,116,0,604,720,803,0,803,0,0,1,0,2,1,5,1941,2,360,0,0,0,12,2007,87000
120,32,10846,8,5,1993,1993,1619,0,100,1719,1719,0,1719,2,0,1,1,1,1,6,1993,2,473,122,0,0,5,2008,324000
20,80,11600,6,5,1960,1960,565,0,818,1383,1383,0,1383,0,0,1,1,3,1,7,1960,1,292,0,0,0,4,2006,145250
75,NA,11888,6,6,1916,1994,0,0,844,844,1445,689,2134,0,0,2,0,5,1,10,1930,2,441,0,0,0,7,2009,214500
70,60,6402,5,5,1920,1950,0,0,596,596,596,596,1192,0,0,1,0,3,1,6,1920,1,189,0,0,0,7,2009,78000
90,NA,10624,5,4,1964,1964,40,264,1424,1728,1728,0,1728,0,1,2,0,6,2,10,2002,1,352,155,0,0,11,2007,119000
20,70,8176,5,6,1958,1992,846,0,210,1056,1056,0,1056,1,0,1,0,3,1,6,1958,1,308,0,0,0,8,2007,139000
20,85,10655,8,5,2003,2004,1124,479,1603,3206,1629,0,1629,1,0,2,0,3,1,7,2003,3,880,0,0,0,10,2009,284000
120,59,8198,7,5,2004,2004,720,0,638,1358,1358,0,1358,1,0,2,0,2,1,6,2004,2,484,192,0,0,7,2008,207000
60,59,9042,6,5,1998,1998,828,0,115,943,943,695,1638,1,0,2,1,3,1,7,1998,2,472,100,0,0,7,2008,192000
190,NA,164660,5,6,1965,1965,1249,147,103,1499,1619,167,1786,2,0,2,0,3,1,7,1965,2,529,670,0,0,8,2008,228950
20,86,14157,9,5,2005,2006,1249,0,673,1922,1922,0,1922,1,0,2,0,3,1,8,2005,3,676,178,0,0,7,2007,377426
20,70,9135,7,5,2002,2003,810,0,726,1536,1536,0,1536,1,0,2,0,3,1,7,2002,2,532,192,0,0,12,2008,214000
20,91,14145,7,7,1984,1998,213,0,995,1208,1621,0,1621,1,0,2,0,3,1,8,1984,2,440,108,0,0,5,2006,202500
20,66,12400,6,7,1958,1998,585,0,630,1215,1215,0,1215,0,0,1,0,3,1,6,1958,1,297,0,234,0,6,2009,155000
60,85,14191,8,5,2002,2002,0,0,967,967,993,915,1908,0,0,2,1,4,1,9,2002,2,431,135,0,0,4,2010,202900
20,60,8400,4,4,1950,1950,0,0,721,721,841,0,841,0,0,1,0,2,1,4,1950,1,294,250,0,0,9,2009,82000
90,NA,8544,3,4,1949,1950,0,0,0,0,1040,0,1040,0,0,2,0,2,2,6,1949,2,400,0,0,0,5,2006,87500
120,63,8849,9,5,2005,2005,28,0,1656,1684,1684,0,1684,0,0,2,0,2,1,6,2005,2,564,495,0,0,7,2008,266000
160,36,2592,5,3,1976,1976,129,232,175,536,536,576,1112,0,0,1,1,3,1,4,1976,1,336,182,0,0,4,2010,85000
50,65,6435,6,5,1939,1950,0,0,972,972,972,605,1577,0,0,1,0,3,1,6,1939,1,312,0,0,0,10,2006,140200
20,NA,12772,6,8,1960,1998,498,0,460,958,958,0,958,0,0,1,0,2,1,5,1960,1,301,0,0,0,4,2007,151500
20,NA,17600,6,5,1960,1960,1270,0,208,1478,1478,0,1478,1,0,2,0,3,1,6,1960,2,498,0,0,0,12,2009,157500
160,36,2448,7,5,2003,2004,573,0,191,764,764,862,1626,1,0,2,1,2,1,6,2003,2,474,0,0,0,10,2008,154000
60,56,20431,9,5,2005,2006,1410,0,438,1848,1848,880,2728,1,0,2,1,4,1,10,2006,3,706,0,0,0,4,2006,437154
120,68,7820,9,5,2007,2007,0,0,1869,1869,1869,0,1869,0,0,2,0,2,1,6,2007,2,617,210,0,0,12,2007,318061
120,NA,5271,7,5,1986,1986,1082,0,371,1453,1453,0,1453,1,0,1,1,2,1,6,1986,2,445,0,184,0,12,2006,190000
50,60,9084,5,6,1941,1950,236,380,0,616,616,495,1111,0,1,1,0,3,1,5,1941,1,200,48,0,0,3,2008,95000
30,60,8520,6,8,1928,2003,0,0,624,624,720,0,720,0,0,1,0,2,1,5,2005,2,484,106,0,0,5,2010,105900
50,60,8400,6,5,1940,2000,388,0,552,940,1192,403,1595,0,0,1,0,2,1,6,1940,1,240,0,0,0,6,2006,140000
20,105,11249,6,5,1995,1995,334,544,322,1200,1200,0,1200,1,0,2,0,3,1,6,1995,2,521,0,0,0,8,2007,177500
20,NA,9248,6,6,1992,1992,560,0,598,1158,1167,0,1167,1,0,2,0,3,1,6,1992,2,400,120,0,0,7,2009,173000
120,44,4224,5,5,1976,1976,874,0,268,1142,1142,0,1142,1,0,1,1,3,1,6,1976,2,528,536,0,0,8,2007,134000
80,92,6930,5,4,1958,1958,300,294,468,1062,1352,0,1352,0,1,1,0,3,1,6,1958,1,288,168,0,0,7,2006,130000
60,78,12011,8,5,1998,1998,956,0,130,1086,1086,838,1924,1,0,2,1,3,1,7,1998,2,592,208,374,0,6,2006,280000
85,NA,7540,6,6,1978,1978,773,0,115,888,912,0,912,1,0,1,0,2,1,5,1978,2,470,0,192,0,6,2007,156000
50,NA,9144,5,5,1940,1982,399,0,484,883,988,517,1505,1,0,1,0,3,1,8,1940,1,240,0,0,0,7,2008,145000
85,64,7301,7,5,2003,2003,0,0,0,0,495,1427,1922,0,0,3,0,4,1,7,2003,2,672,0,0,0,7,2009,198500
160,21,1680,6,8,1972,2007,162,0,321,483,483,504,987,0,0,1,1,2,1,5,1972,1,264,250,0,0,5,2009,118000
60,NA,18800,6,5,1976,1976,712,0,84,796,790,784,1574,1,0,2,1,3,1,6,1976,2,566,306,0,0,7,2006,190000
70,59,10690,5,7,1920,1997,456,0,216,672,672,672,1344,0,0,1,0,3,1,6,1964,1,468,0,0,0,7,2009,147000
20,NA,9500,6,5,1963,1963,609,0,785,1394,1394,0,1394,1,0,1,1,3,1,6,1963,2,514,0,185,0,7,2009,159000
80,101,9150,6,5,1962,1962,371,0,728,1099,1431,0,1431,0,1,1,0,3,1,6,1962,1,296,64,0,0,12,2008,165000
20,78,7800,5,6,1954,1954,540,0,728,1268,1268,0,1268,0,0,1,0,2,1,7,1954,1,244,0,0,0,3,2010,132000
20,NA,9830,5,7,1959,2006,72,258,733,1063,1287,0,1287,1,0,1,0,3,1,7,1997,2,576,364,182,0,3,2010,162000
60,NA,8121,6,5,2000,2000,0,0,953,953,953,711,1664,0,0,2,1,3,1,7,2000,2,460,100,0,0,1,2006,172400
50,80,17120,4,4,1959,1959,0,0,0,0,1120,468,1588,0,0,2,0,4,1,7,1991,2,680,0,0,0,7,2008,134432
120,50,7175,6,5,1984,1984,623,121,0,744,752,0,752,1,0,1,0,2,1,4,1984,1,264,353,90,0,2,2010,125000
20,79,10634,5,6,1953,1953,428,180,0,608,1319,0,1319,1,0,1,0,3,1,5,1953,1,270,66,0,0,11,2009,123000
60,65,8200,7,5,2003,2004,0,0,847,847,847,1081,1928,0,0,2,1,4,1,8,2003,2,434,100,0,0,7,2007,219500
30,NA,10020,1,1,1922,1950,350,0,333,683,904,0,904,1,0,0,1,1,1,4,NA,0,0,0,0,0,3,2009,61000
85,57,8846,5,5,1996,1996,298,0,572,870,914,0,914,0,0,1,0,2,1,5,1998,2,576,0,0,0,7,2006,148000
60,102,11143,8,5,2004,2005,0,0,1580,1580,1580,886,2466,0,0,3,0,4,1,8,2004,2,610,159,0,0,12,2007,340000
20,88,11394,9,2,2010,2010,1445,0,411,1856,1856,0,1856,1,0,1,1,1,1,8,2010,3,834,113,0,0,6,2010,394432
60,60,8123,6,5,2000,2000,0,0,982,982,1007,793,1800,0,0,2,1,3,1,7,2000,2,463,100,0,0,6,2009,179000
50,50,5000,5,6,1924,1950,218,0,808,1026,1026,665,1691,0,0,2,0,3,1,6,1924,1,308,0,0,0,5,2010,127000
20,60,7200,7,5,2006,2006,0,0,1293,1293,1301,0,1301,1,0,2,0,2,1,5,2006,2,572,216,0,0,8,2006,187750
60,79,9245,7,5,2006,2006,0,0,939,939,939,858,1797,0,0,2,1,3,1,8,2006,2,639,144,0,0,4,2007,213500
45,60,9000,6,3,1928,1950,0,0,784,784,784,0,784,0,0,1,0,2,1,5,1950,2,360,0,0,0,10,2009,76000
60,NA,53107,6,5,1992,1992,985,0,595,1580,1079,874,1953,1,0,2,1,3,1,9,1992,2,501,216,0,0,6,2007,240000
120,43,3182,8,5,2004,2005,24,0,1232,1256,1269,0,1269,0,0,2,0,2,1,6,2004,2,430,146,144,0,4,2010,192000
50,58,8410,5,3,1910,1996,0,0,658,658,658,526,1184,0,0,1,0,5,1,8,NA,0,0,0,0,0,5,2006,81000
80,72,7200,6,6,1976,1976,631,0,410,1041,1125,0,1125,1,0,1,0,3,1,6,1977,1,352,296,0,0,10,2009,125000
20,93,9382,7,5,1999,2000,0,0,1468,1468,1479,0,1479,0,0,2,0,3,1,6,1999,2,577,120,0,0,7,2008,191000
60,96,12474,10,5,2007,2008,1280,0,402,1682,1742,590,2332,1,0,2,1,3,1,9,2008,3,846,196,0,0,8,2008,426000
50,50,8405,5,8,1900,1950,241,391,229,861,961,406,1367,1,0,1,0,4,1,7,1978,1,384,0,0,0,4,2008,119000
60,71,12209,6,5,2001,2002,690,0,114,804,804,1157,1961,1,0,2,1,3,1,7,2001,2,560,125,0,0,6,2009,215000
20,NA,8339,5,7,1959,1959,0,0,0,0,882,0,882,0,0,1,0,3,1,5,1959,1,294,0,0,0,7,2007,106500
30,NA,7446,4,5,1941,1950,266,0,522,788,788,0,788,0,0,1,0,2,1,4,NA,0,0,0,0,0,4,2006,100000
50,60,10134,5,6,1940,1950,0,0,735,735,735,299,1034,0,0,1,0,2,1,5,1940,1,240,0,0,0,7,2007,109000
20,68,9571,5,6,1956,1956,739,0,405,1144,1144,0,1144,1,0,1,0,3,1,6,1956,1,596,44,0,0,6,2010,129000
20,60,7200,5,5,1972,1972,777,0,117,894,894,0,894,0,0,1,0,2,1,6,1985,2,600,215,0,0,9,2009,123000
60,69,7590,5,5,1962,1962,540,0,324,864,876,936,1812,0,0,2,0,4,1,8,1962,1,264,0,0,0,7,2007,169500
